point,Serving,match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,TB?,TBpt,Svr,Ret,1st,2nd,Notes,1stSV,2ndSV,1stIn,2ndIn,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,PtWinner,isSvrWinner,rallyCount,Player 1,Player 2,Pl 1 hand,Pl 2 hand,Gender,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by
4f2d@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,1,0,0,0,0,0-0,1 (1),1,0,NA,1,2,6n,4f2d@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6d,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,2,0,0,0,0,15-0,1 (2),1,0,NA,1,2,4d,6d,NA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6b29f3b3b2f3b1f1f3b3b3bd@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,3,0,0,0,0,15-15,1 (3),1,0,NA,1,2,6b29f3b3b2f3b1f1f3b3b3bd@,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,11,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4b28f1f2f+3s2v1*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,4,0,0,0,0,30-15,1 (4),1,0,NA,1,2,4b28f1f2f+3s2v1*,NA,NA,0,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,7,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
5b37b3b3b2f2b2f2f2b3b2b3b3d@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,5,0,0,0,0,40-15,1 (5),1,0,NA,1,2,6w,5b37b3b3b2f2b2f2f2b3b2b3b3d@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,12,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6f28f1f1f3b2f1f1f2b2s2s3b1f3b3b3b2f1f1d#,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,6,0,0,0,0,40-30,1 (6),1,0,NA,1,2,6f28f1f1f3b2f1f1f2b2s2s3b1f3b3b3b2f1f1d#,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,18,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f18f1f2b3b2f1w@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,7,0,0,0,0,40-40,1 (7),1,0,NA,1,2,6n,4f18f1f2b3b2f1w@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,6,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
5b28f1f2f3w@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,8,0,0,0,0,40-AD,1 (8),1,0,NA,1,2,6n,5b28f1f2f3w@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,4,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6s28f3*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,9,0,0,0,1,0-0,2 (1),1,0,NA,2,1,6s28f3*,NA,NA,0,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,10,0,0,0,1,15-0,2 (2),1,0,NA,2,1,6n,6*,NA,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,11,0,0,0,1,30-0,2 (3),1,0,NA,2,1,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4b37s2n#,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,12,0,0,0,1,40-0,2 (4),1,0,NA,2,1,4n,4b37s2n#,NA,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,2,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6b27f2f2b2f3s3f3b3f3b3b3b3b1d@,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,13,0,0,0,1,40-15,2 (5),1,0,NA,2,1,4d,6b27f2f2b2f3s3f3b3f3b3b3b3b1d@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,13,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6b38y1n@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,14,0,0,0,2,0-0,3 (1),1,0,NA,1,2,6b38y1n@,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,2,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4n,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,15,0,0,0,2,0-15,3 (2),1,0,NA,1,2,4n,4n,NA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
5b28f1f2b3b3s3b2n@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,16,0,0,0,2,0-30,3 (3),1,0,NA,1,2,6d,5b28f1f2b3b3s3b2n@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,7,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6f38b3b3b3b3f1n@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,17,0,0,0,2,15-30,3 (4),1,0,NA,1,2,6n,6f38b3b3b3b3f1n@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,6,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f38b3*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,18,0,0,0,2,15-40,3 (5),1,0,NA,1,2,4f38b3*,NA,NA,0,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6f28f+3m2o3*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,19,0,0,0,2,30-40,3 (6),1,0,NA,1,2,6f28f+3m2o3*,NA,NA,0,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,5,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,20,0,0,0,2,40-40,3 (7),1,0,NA,1,2,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,21,0,0,0,2,AD-40,3 (8),1,0,NA,1,2,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,22,0,0,1,2,0-0,4 (1),1,0,NA,2,1,4*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,23,0,0,1,2,15-0,4 (2),1,0,NA,2,1,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6s#,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,24,0,0,1,2,30-0,4 (3),1,0,NA,2,1,6s#,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4s37f1*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,25,0,0,1,2,40-0,4 (4),1,0,NA,2,1,4s37f1*,NA,NA,0,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6b1d#,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,26,0,0,1,3,0-0,5 (1),1,0,NA,1,2,6b1d#,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,27,0,0,1,3,15-0,5 (2),1,0,NA,1,2,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
5b1w@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,28,0,0,1,3,30-0,5 (3),1,0,NA,1,2,4n,5b1w@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,29,0,0,1,3,40-0,5 (4),1,0,NA,1,2,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f2d@,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,30,0,0,2,3,0-0,6 (1),1,0,NA,2,1,6d,4f2d@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4s3n#,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,31,0,0,2,3,15-0,6 (2),1,0,NA,2,1,4s3n#,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
5b28b3b3w#,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,32,0,0,2,3,30-0,6 (3),1,0,NA,2,1,4d,5b28b3b3w#,NA,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4b28b2r2f3s2f3b2f1f2f3d@,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,33,0,0,2,3,40-0,6 (4),1,0,NA,2,1,6n,4b28b2r2f3s2f3b2f1f2f3d@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,10,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6s27f-1l2o2m2o1*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,34,0,0,2,3,40-15,6 (5),1,0,NA,2,1,6s27f-1l2o2m2o1*,NA,NA,0,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1,7,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6b29b2f1n@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,35,0,0,2,4,0-0,7 (1),1,0,NA,1,2,6b29b2f1n@,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4+b28z3b3z1l2o2r#,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,36,0,0,2,4,15-0,7 (2),1,0,NA,1,2,4+b28z3b3z1l2o2r#,NA,NA,1,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,7,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f28b+3b3z^1r2n#,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,37,0,0,2,4,30-0,7 (3),1,0,NA,1,2,6n,4f28b+3b3z^1r2n#,NA,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,5,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6r28f+3b2v1d@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,38,0,0,2,4,40-0,7 (4),1,0,NA,1,2,4d,6r28f+3b2v1d@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,4,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6+s#,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,39,0,0,2,4,40-15,7 (5),1,0,NA,1,2,6+s#,NA,NA,1,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f27f1*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,40,0,0,3,4,0-0,8 (1),1,0,NA,2,1,6n,4f27f1*,NA,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,41,0,0,3,4,15-0,8 (2),1,0,NA,2,1,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6b18f3b2d#,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,42,0,0,3,4,30-0,8 (3),1,0,NA,2,1,6b18f3b2d#,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
c4*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,43,0,0,3,4,40-0,8 (4),1,0,NA,2,1,c4*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
5b28f2f2s2s3f2f1f1n@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,44,0,0,3,5,0-0,9 (1),1,0,NA,1,2,4n,5b28f2f2s2s3f2f1f1n@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,8,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4+s37v1*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,45,0,0,3,5,0-15,9 (2),1,0,NA,1,2,4+s37v1*,NA,NA,1,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f27f+3b1v;^1*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,46,0,0,3,5,15-15,9 (3),1,0,NA,1,2,4f27f+3b1v;^1*,NA,NA,0,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,5,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4b28b2n@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,47,0,0,3,5,30-15,9 (4),1,0,NA,1,2,4w,4b28b2n@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,2,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
c4+f18v2b3n@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,48,0,0,3,5,30-30,9 (5),1,0,NA,1,2,c4+f18v2b3n@,NA,NA,1,NA,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4b38b3b3d@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,49,0,0,3,5,40-30,9 (6),1,0,NA,1,2,4n,4b38b3b3d@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f2n#,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,50,0,0,4,5,0-0,10 (1),1,0,NA,2,1,4f2n#,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,51,0,0,4,5,15-0,10 (2),1,0,NA,2,1,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
5d,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,52,0,0,4,5,30-0,10 (3),1,0,NA,2,1,4d,5d,NA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6r3d#,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,53,0,0,4,5,30-15,10 (4),1,0,NA,2,1,6r3d#,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,54,0,0,4,5,40-15,10 (5),1,0,NA,2,1,4*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f28f2f3w@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,55,0,1,0,0,0-0,11 (1),1,0,NA,1,2,4f28f2f3w@,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
5f27f1*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,56,0,1,0,0,15-0,11 (2),1,0,NA,1,2,4x,5f27f1*,NA,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4+r27z3*,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,57,0,1,0,0,30-0,11 (3),1,0,NA,1,2,4+r27z3*,NA,NA,1,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4+b;27v2m3w@,ND,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,58,0,1,0,0,40-0,11 (4),1,0,NA,1,2,4+b;27v2m3w@,NA,NA,1,NA,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,3,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4f28b3d@,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,59,0,1,1,0,0-0,12 (1),1,0,NA,2,1,6n,4f28b3d@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,2,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4d,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,60,0,1,1,0,0-15,12 (2),1,0,NA,2,1,6w,4d,NA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6b28f1f1f3s3f3w@,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,61,0,1,1,0,0-30,12 (3),1,0,NA,2,1,6b28f1f1f3s3f3w@,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,6,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6f37y1r1f3*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,62,0,1,1,0,0-40,12 (4),1,0,NA,2,1,6f37y1r1f3*,NA,NA,0,NA,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1,5,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,63,0,1,1,0,15-40,12 (5),1,0,NA,2,1,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
4b28f3b3b3b2b3b2b3b1f2b2f2s2n@,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,64,0,1,1,0,30-40,12 (6),1,0,NA,2,1,6d,4b28f3b3b3b2b3b2b3b1f2b2f2s2n@,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,13,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6*,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,65,0,1,1,0,40-40,12 (7),1,0,NA,2,1,6*,NA,NA,0,NA,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
6r2d#,DM,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,66,0,1,1,0,AD-40,12 (8),1,0,NA,2,1,6r2d#,NA,NA,0,NA,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,1,Novak Djokovic,Daniil Medvedev,R,R,M,20210912,US Open,FALSE,4pm,Ashe,Hard,Damien Dumusois,5,1,Edo
